,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
4709,4709,Z280135,f3e738df-84bb-4267-9bcc-a2e36ad93c53,Melvin Village,NH,Carroll,3850,43.69273,-71.302,275,Rural,America/New_York,Music tutor,1,NA,Regular High School Diploma,Full Time,36500.99,Divorced,Male,No,9.515845,11,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Mailed Check,9.875391,102.8976,1478.756,4,3,3,4,5,4,2,5
4710,4710,Y147099,00cd9a91-be94-4f54-b0e2-a5d02f3b7be5,Toledo,IL,Cumberland,62468,39.27744,-88.27032,2514,Urban,America/Chicago,"Psychologist, forensic",1,86,Nursery School to 8th Grade,Student,NA,Divorced,Male,No,14.47078,12,1,1,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),2.323179,188.7326,990.7761,3,4,4,3,3,4,5,3
4711,4711,A855887,6a6b7484-984e-4146-b9f1-2877b6acf29d,Colcord,WV,Raleigh,25048,37.94369,-81.43678,59,Urban,America/New_York,Insurance claims handler,1,NA,Regular High School Diploma,Student,68023.12,Separated,Female,Yes,12.85335,14,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),10.48384,172.0581,1488.722,2,3,2,3,4,1,2,4
4712,4712,X147035,971ddb85-f9e0-4268-bd9d-3479497c73c7,Edwardsville,IL,Madison,62025,38.83058,-89.93325,34313,Rural,America/Chicago,"Solicitor, Scotland",0,65,"Some College, 1 or More Years, No Degree",Full Time,9626.88,Divorced,Female,Yes,10.4469,12,2,0,Yes,Month-to-month,Yes,No,Fiber Optic,NA,Yes,No,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),6.027061,205.5245,761.3473,3,3,3,4,2,5,3,3
4713,4713,L99216,906bea70-09d5-49b0-b17e-a9e51daf345e,Warren,OH,Trumbull,44484,41.23521,-80.74907,21804,Suburban,America/New_York,Paediatric nurse,1,67,Associate's Degree,Part Time,13773.86,Separated,Male,No,9.049367,10,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Electronic Check,18.84228,161.6418,1836.018,3,3,3,4,2,3,3,4
4714,4714,X354158,d8dc3a7b-c277-46c9-845c-1693a1a1bf09,Nageezi,NM,San Juan,87037,36.15983,-107.7664,680,Suburban,America/Denver,Personnel officer,2,58,Regular High School Diploma,Full Time,NA,Never Married,Female,No,8.9485,11,2,1,NA,One year,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,7.895618,154.9824,1460.697,3,4,2,3,5,3,3,3
4715,4715,P361045,47354e49-4dd0-4731-bb1d-b9706ccb6700,Palomar Mountain,CA,San Diego,92060,33.34078,-116.8486,92,Suburban,America/Los_Angeles,Television floor manager,NA,71,Bachelor's Degree,Student,NA,Separated,Female,No,12.13795,15,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,Credit Card (automatic),15.37459,182.8902,1475.27,2,5,4,4,2,5,4,2
4716,4716,O575002,d506c523-d13a-4f8c-b5e8-a2bf9034f460,Harper,TX,Gillespie,78631,30.33775,-99.3053,2856,Urban,America/Chicago,Further education lecturer,4,57,"Some College, Less than 1 Year",Unemployed,NA,Divorced,Male,No,10.96014,8,1,0,No,Month-to-month,No,No,Fiber Optic,No,No,Yes,No,No,No,No,No,Yes,Mailed Check,9.260977,115.2921,1012.084,4,4,5,5,3,4,5,3
4717,4717,C274032,4599a3d9-961f-433a-a0fe-9f04353294c0,Old Harbor,AK,Kodiak Island,99643,57.21752,-153.3443,249,Rural,America/Anchorage,Medical secretary,3,82,"Some College, 1 or More Years, No Degree",Student,84637.15,Married,Female,Yes,14.65539,11,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,12.13697,195.843,1288.655,4,3,3,4,3,2,3,4
4718,4718,S682687,052d34e8-d655-4c63-b275-03c41fa1b4a4,Buford,GA,Gwinnett,30518,34.13193,-84.02636,52688,Suburban,America/New_York,"Designer, graphic",0,52,Doctorate Degree,Full Time,59958.03,Widowed,Male,No,8.901086,7,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,5.793869,173.3648,NA,3,5,6,2,4,3,4,4
4719,4719,G354597,22a8f8c3-0540-4eaf-a3b6-191e22bb6b41,Las Vegas,NV,Clark,89169,36.12415,-115.1413,21589,Suburban,America/Los_Angeles,"Therapist, nutritional",2,34,GED or Alternative Credential,Full Time,32331.8,Never Married,Female,Yes,9.187158,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,2.246214,183.1159,632.476,4,5,4,3,5,3,2,3
4720,4720,R317720,6c5c9b3f-27ec-4e9e-bca1-2a9369dfcf1d,Tulsa,OK,Tulsa,74134,36.11164,-95.80388,16254,Rural,America/Chicago,Technical sales engineer,NA,NA,Associate's Degree,Retired,21580.42,Divorced,Female,Yes,9.218798,16,2,0,NA,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),1.999262,242.5686,776.1388,3,3,3,4,3,2,4,3
4721,4721,T22671,8b4d3099-eb5f-4f93-8cb5-98b24081b771,West Hamlin,WV,Lincoln,25571,38.2931,-82.15835,2114,Rural,America/New_York,Actuary,1,66,Regular High School Diploma,Full Time,21810.7,Married,Female,No,8.826398,13,1,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),4.685087,216.2522,843.7651,4,3,4,3,3,4,4,3
4722,4722,M908203,1af13eed-0228-4e52-bd95-f4b43c2a70bb,Falfurrias,TX,Brooks,78355,27.19012,-98.20251,7156,Suburban,America/Chicago,Insurance underwriter,NA,85,Bachelor's Degree,Part Time,18513.69,Married,Male,No,7.81145,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Mailed Check,15.75222,206.5258,1680.907,5,4,4,4,2,6,3,4
4723,4723,K610866,07af8f18-76b0-439f-a532-94be87c72f7b,Moran,MI,Mackinac,49760,46.05368,-84.89498,734,Suburban,America/Detroit,Chief Financial Officer,2,53,"9th Grade to 12th Grade, No Diploma",Student,32753.3,Divorced,Female,No,8.984439,10,0,0,No,One year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,2.680333,124.6542,352.0824,4,4,3,4,2,5,5,4
4724,4724,Z849200,52e29552-df2c-4c62-b02f-5bf844ab0dc1,Whitewood,SD,Lawrence,57793,44.52048,-103.5851,2318,Urban,America/Denver,Tax adviser,0,64,"9th Grade to 12th Grade, No Diploma",Part Time,15037.18,Separated,Female,Yes,13.44453,13,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Credit Card (automatic),9.283599,172.81,1440.631,6,5,6,3,2,5,6,5
4725,4725,D321119,3a4ad2e9-d3a6-4803-bcba-19037442d55b,Houston,AL,Winston,35572,34.20366,-87.29647,1319,Urban,America/Chicago,Archivist,0,NA,Bachelor's Degree,Student,38532.04,Separated,Male,Yes,10.76174,13,2,0,No,Month-to-month,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),NA,152.7359,NA,4,3,3,4,3,5,4,4
4726,4726,X435937,1dcd8875-df0f-4d8e-b202-c2a65af01817,Durhamville,NY,Oneida,13054,43.17083,-75.67213,1665,Urban,America/New_York,"Education officer, environmental",1,NA,Regular High School Diploma,Full Time,NA,Separated,Female,No,10.64902,7,3,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,NA,129.9326,NA,3,3,3,5,2,4,6,5
4727,4727,C315562,74311fed-31e5-4da7-93cf-c792cb38ae06,Lynn,IN,Randolph,47355,40.04527,-84.9271,2875,Suburban,America/Indiana/Indianapolis,Building surveyor,NA,35,Bachelor's Degree,Full Time,64075.52,Separated,Female,No,10.56778,8,0,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),12.2982,197.85,1484.886,4,4,4,4,2,4,2,3
4728,4728,I692478,35ba6fbb-a4cd-4220-ab51-bfd46bf85a17,Fryeburg,ME,Oxford,4037,44.09281,-70.94984,3814,Urban,America/New_York,"Engineer, materials",4,45,"9th Grade to 12th Grade, No Diploma",Student,NA,Married,Male,Yes,8.944437,13,0,0,Yes,Month-to-month,No,No,None,NA,No,No,No,No,No,Yes,No,No,Electronic Check,3.665202,104.5959,NA,2,2,2,3,3,3,3,2
4729,4729,M464374,6d2a5453-1255-4a3a-b5c4-66184e36e580,Hana,HI,Maui,96713,20.73387,-156.0738,1201,Rural,Pacific/Honolulu,Nutritional therapist,1,44,Regular High School Diploma,Retired,NA,Married,Male,No,7.595657,16,2,1,NA,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,5.971951,182.2797,875.6471,3,2,4,3,3,3,3,4
4730,4730,D347113,9478e458-42a6-423d-8584-23c5b63d98f0,Glendale,AZ,Maricopa,85301,33.53176,-112.178,68300,Urban,America/Phoenix,Stage manager,2,28,"Some College, 1 or More Years, No Degree",Full Time,79152.4,Never Married,Male,Yes,9.103164,10,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),5.364231,239.1345,1145.097,5,4,4,4,3,3,5,4
4731,4731,C548406,c88c5669-5469-4f32-a158-3405923f7121,Henderson,NV,Clark,89014,36.06172,-115.0581,39698,Urban,America/Los_Angeles,Editorial assistant,0,23,"Some College, Less than 1 Year",Student,40368.33,Married,Female,No,12.62422,16,1,2,NA,One year,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,14.86565,152.8878,2009.785,5,5,5,4,4,5,4,4
4732,4732,R640213,d225132a-5875-4590-95d8-78353a1d38c0,Teterboro,NJ,Bergen,7608,40.85368,-74.06129,107,Rural,America/New_York,"Solicitor, Scotland",0,NA,Bachelor's Degree,Part Time,24164.69,Married,Female,Yes,10.6591,15,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,10.10287,158.9309,990.4554,4,4,4,3,4,4,4,4
4733,4733,N340220,8223e221-26b3-4ec4-a3ab-03e67fc3314d,Forest,IN,Clinton,46039,40.36948,-86.3123,520,Suburban,America/Indiana/Indianapolis,Electrical engineer,4,20,Bachelor's Degree,Full Time,43643.67,Separated,Male,Yes,13.77464,16,0,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,NA,243.7478,2133.047,5,4,5,2,3,5,5,4
4734,4734,M171160,04b10bd3-9dd2-4a52-bb70-a422874e2032,Sierra Blanca,TX,Hudspeth,79851,31.28841,-105.3197,1428,Urban,America/Denver,Licensed conveyancer,0,NA,Professional School Degree,Unemployed,951.96,Married,Female,Yes,6.466645,9,0,1,NA,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Bank Transfer(automatic),8.031947,183.0534,971.3002,3,1,1,3,4,4,1,2
4735,4735,G164719,e764ff69-ad53-4887-b1fa-b2e75a7ac515,Santa Barbara,CA,Santa Barbara,93105,34.5323,-119.7997,27515,Rural,America/Los_Angeles,"Surveyor, minerals",10,46,Master's Degree,Full Time,4524.96,Separated,Male,No,14.78034,13,1,1,NA,Two Year,Yes,No,Fiber Optic,No,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),4.864814,112.7597,797.442,4,3,5,5,3,5,4,2
4736,4736,C444218,d935b594-634d-42c8-9eaf-5ca32e02aa90,Lenox,AL,Conecuh,36454,31.33328,-87.2006,39,Suburban,America/Chicago,"Engineer, broadcasting (operations)",4,52,Master's Degree,Unemployed,38163.25,Widowed,Male,Yes,10.78283,8,1,1,Yes,Month-to-month,No,Yes,None,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,17.06338,174.8142,1988.89,4,5,4,4,3,4,3,2
4737,4737,C445988,fa28d767-24cd-4a5b-9941-5528b78021e1,Soso,MS,Jones,39480,31.71063,-89.31219,2918,Suburban,America/Chicago,Senior tax professional/tax inspector,0,48,"Some College, 1 or More Years, No Degree",Full Time,48571.22,Widowed,Female,Yes,7.654636,19,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),6.723311,223.0716,1602.941,5,5,4,3,3,6,5,3
4738,4738,F774584,c4e23c7e-59a1-455c-8bde-abe9da9966ca,Hungerford,TX,Wharton,77448,29.41537,-96.08662,182,Urban,America/Chicago,"Engineer, land",NA,26,"9th Grade to 12th Grade, No Diploma",Full Time,NA,Separated,Female,No,9.072107,14,2,0,No,One year,Yes,No,None,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,9.712168,91.6349,1028.31,2,3,2,5,3,3,3,1
4739,4739,R416972,12601078-7ffa-463a-996b-8a6197d7cba0,Erie,PA,Erie,16510,42.11289,-79.95458,25735,Rural,America/New_York,Illustrator,0,52,Bachelor's Degree,Full Time,41327.38,Never Married,Female,Yes,9.352801,14,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),4.731685,179.4048,NA,3,3,2,4,3,5,3,2
4740,4740,O844706,a197e819-379a-430f-9290-cb087079d412,Sayre,PA,Bradford,18840,41.97183,-76.53575,10780,Suburban,America/New_York,Radiation protection practitioner,7,54,Bachelor's Degree,Student,NA,Widowed,Male,No,35.7575,14,1,2,No,Two Year,No,Yes,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),3.407577,157.3783,879.4854,4,4,4,4,3,2,4,3
4741,4741,E918150,07b44652-e4b5-4f13-8b59-9f3fa905f5af,Stafford,OH,Monroe,43786,39.71039,-81.27687,35,Suburban,America/New_York,Acupuncturist,NA,55,"Some College, 1 or More Years, No Degree",Full Time,NA,Divorced,Female,Yes,12.16279,13,1,0,Yes,Month-to-month,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),9.986348,258.1429,1944.472,1,2,2,4,3,2,2,2
4742,4742,Z959997,91968334-b1c9-4e96-a4c6-e2a7684251f5,Alexander,NY,Genesee,14005,42.91694,-78.2503,1973,Rural,America/New_York,Oncologist,0,68,"Some College, Less than 1 Year",Full Time,52810.57,Separated,Female,Yes,9.791024,13,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,NA,Yes,Yes,No,Electronic Check,9.651306,190.0406,1673.349,4,4,5,4,3,4,3,3
4743,4743,C36783,4204e941-35f9-4f29-b8dc-1c9dfc67005a,Perris,CA,Riverside,92570,33.7852,-117.3166,60944,Rural,America/Los_Angeles,Water engineer,1,44,"Some College, 1 or More Years, No Degree",Full Time,12187.37,Divorced,Male,No,11.23537,10,0,2,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,1.726448,119.5272,847.9529,5,4,4,2,3,4,4,4
4744,4744,S217763,4c63e2ea-01e8-4874-8e65-1521a20b46a4,Ovando,MT,Powell,59854,47.03541,-113.0841,197,Rural,America/Denver,Telecommunications researcher,10,40,Associate's Degree,Full Time,42964.75,Widowed,Male,No,9.672736,15,0,0,Yes,Month-to-month,No,Yes,None,Yes,Yes,No,No,No,Yes,No,No,No,Bank Transfer(automatic),11.51671,125.5053,1438.43,3,3,5,4,2,4,4,4
4745,4745,Z74524,160ef2e5-ae5b-4639-8c3f-3b7fcce05a4d,Goodspring,TN,Giles,38460,35.08865,-87.15322,1329,Rural,America/Chicago,Medical laboratory scientific officer,NA,87,Regular High School Diploma,Full Time,53187.32,Widowed,Male,No,11.86402,12,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Mailed Check,17.88722,179.7113,1684.817,4,3,4,2,4,4,4,3
4746,4746,S356458,e55d0484-0879-4481-a5fb-04914000fe10,Hubbard,TX,Navarro,76648,31.84718,-96.80272,2789,Suburban,America/Chicago,"Surveyor, hydrographic",4,NA,"Some College, Less than 1 Year",Full Time,66989.79,Separated,Male,Yes,13.17136,13,0,1,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),13.85859,229.9464,1904.864,3,3,2,3,3,3,2,4
4747,4747,F785085,556e0f77-8949-4706-aad5-1bdf46362420,Equinunk,PA,Wayne,18417,41.80469,-75.19853,1044,Rural,America/New_York,Research scientist (medical),2,58,"9th Grade to 12th Grade, No Diploma",Student,46775.2,Never Married,Female,No,34.00463,12,0,0,No,Month-to-month,No,No,DSL,No,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,23.59578,158.3506,2632.143,1,1,1,3,5,1,2,4
4748,4748,N154513,8fc558ee-80ca-490c-90d4-cd1490151f87,Redmond,UT,Sevier,84652,39.01694,-111.8682,809,Rural,America/Denver,Herpetologist,2,60,Bachelor's Degree,Part Time,19746.8,Divorced,Female,No,6.931428,19,0,1,NA,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,NA,No,No,Yes,Credit Card (automatic),4.115815,137.8692,451.0754,3,3,2,3,5,3,2,3
4749,4749,Z916283,9cbc7714-c353-4cf4-9bfc-fcfa803d8ff1,Maryland Line,MD,Baltimore,21105,39.71395,-76.65127,0,Urban,America/New_York,Insurance account manager,1,29,Nursery School to 8th Grade,Full Time,12854.97,Divorced,Male,No,2.910083,14,1,0,NA,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Bank Transfer(automatic),7.751707,135.3185,NA,3,4,4,2,5,2,3,1
4750,4750,E753458,53dacd44-036e-437d-a8ce-9da82fca92e7,Kamas,UT,Summit,84036,40.64134,-111.1448,7247,Urban,America/Denver,Equality and diversity officer,0,45,Regular High School Diploma,Retired,14277.26,Never Married,Male,No,7.48912,12,2,0,NA,Month-to-month,Yes,No,DSL,NA,No,Yes,No,No,Yes,No,No,Yes,Mailed Check,10.277,106.0503,1429.358,3,2,3,4,3,3,4,4
4751,4751,J865464,a142588d-9dcb-422f-b453-ac72ce362036,Charleston,SC,Charleston,29407,32.79914,-79.99868,34315,Urban,America/New_York,Broadcast journalist,NA,51,Regular High School Diploma,Unemployed,24376.36,Divorced,Female,Yes,9.428137,14,1,0,No,Month-to-month,Yes,No,None,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,13.89557,220.615,1745.25,4,3,5,5,3,4,3,4
4752,4752,E446263,5efc490e-942c-4d1e-b061-cd7a3a896272,Moclips,WA,Grays Harbor,98562,47.23854,-124.2036,0,Rural,America/Los_Angeles,Chief Strategy Officer,0,83,Nursery School to 8th Grade,Full Time,19271.85,Widowed,Female,Yes,14.33459,15,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),5.792269,147.0701,433.9442,7,6,6,4,3,4,4,5
4753,4753,S838605,2897ba8d-5e81-42db-be08-459e915a6173,Gallatin,TN,Sumner,37066,36.39872,-86.45526,50328,Rural,America/Chicago,Set designer,2,24,Nursery School to 8th Grade,Full Time,NA,Widowed,Male,No,9.718354,18,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,11.89052,151.5017,1871.355,5,4,4,4,1,4,5,5
4754,4754,C436821,d6fb180f-ec56-40d1-ba45-3c3f9532529a,Romney,WV,Hampshire,26757,39.31567,-78.74647,6569,Suburban,America/New_York,Hospital doctor,0,44,Nursery School to 8th Grade,Unemployed,19620.4,Widowed,Male,Yes,11.40804,9,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),NA,208.7102,1090.822,3,4,3,4,2,4,3,4
4755,4755,H215697,3252df27-4b94-4a6f-ad24-9cc9921f3eeb,Vina,AL,Franklin,35593,34.34976,-88.08015,1691,Urban,America/Chicago,Tourist information centre manager,1,47,Nursery School to 8th Grade,Part Time,14377.15,Never Married,Male,Yes,6.696481,9,1,1,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Credit Card (automatic),17.30262,182.1152,2275.344,3,3,2,3,4,3,3,4
4756,4756,Z360250,32038961-9a36-41d0-abd9-f2224cf23e71,Leander,TX,Travis,78645,30.44901,-97.96998,11254,Urban,America/Chicago,Communications engineer,1,25,Professional School Degree,Full Time,4004.2,Widowed,Male,Yes,12.94951,13,2,2,NA,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,15.13225,207.072,2259.107,3,4,4,3,5,2,3,3
4757,4757,P25008,dcc2c137-04f2-436b-97f4-53bc0394b4f1,Tappen,ND,Kidder,58487,46.85755,-99.59727,419,Urban,America/Chicago,Warden/ranger,NA,47,Bachelor's Degree,Full Time,60598.33,Never Married,Female,No,6.482033,6,0,0,NA,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Bank Transfer(automatic),11.42868,114.431,1510.913,4,3,3,5,2,5,3,4
4758,4758,K589469,c6d92d71-ec15-4f64-bcb8-feb1f588c525,North Java,NY,Wyoming,14113,42.67163,-78.33968,523,Rural,America/New_York,Trade mark attorney,4,NA,Regular High School Diploma,Unemployed,20637.36,Divorced,Male,Yes,8.915085,17,2,1,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),5.192447,217.6738,943.0894,3,3,2,4,4,4,4,3
4759,4759,Q311850,6bef8b81-cb9b-4077-b076-81f117039dd0,Mason,TX,Mason,76856,30.70618,-99.26619,3650,Rural,America/Chicago,Academic librarian,3,76,"Some College, 1 or More Years, No Degree",Full Time,7677.29,Never Married,Male,No,13.38344,13,2,0,NA,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,NA,207.8396,1910.192,3,4,4,3,2,4,4,2
4760,4760,S952248,a57b5913-4b1c-41d1-bc71-90c5d34047d4,Seattle,WA,King,98174,47.60457,-122.3354,0,Rural,America/Los_Angeles,Animal nutritionist,0,37,"Some College, 1 or More Years, No Degree",Full Time,NA,Widowed,Male,Yes,11.21043,15,0,0,NA,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),3.199579,208.201,804.7021,2,1,3,2,4,2,3,1
4761,4761,K377982,1237330a-c725-4d36-91fd-d7589ab068b8,Grantsboro,NC,Pamlico,28529,35.08158,-76.86145,1706,Suburban,America/New_York,Glass blower/designer,NA,40,Master's Degree,Full Time,NA,Separated,Male,No,16.60984,18,0,0,NA,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,No,Credit Card (automatic),9.630403,148.7586,1237.83,3,2,4,3,4,3,4,4
4762,4762,U444790,57fbc2be-cb13-4ad1-ac9c-37da3547b7d6,Canyon Dam,CA,Plumas,95923,40.1579,-121.1155,28,Urban,America/Los_Angeles,"Therapist, nutritional",NA,22,Associate's Degree,Full Time,14612.3,Married,Male,Yes,13.3297,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,5.73926,185.1366,NA,5,4,3,4,4,2,4,4
4763,4763,T710947,ff45b9e8-2623-4ec5-9d7c-79e985b8aed8,Uniontown,AR,Crawford,72955,35.61223,-94.44388,270,Urban,America/Chicago,Medical technical officer,1,55,GED or Alternative Credential,Full Time,7882.5,Divorced,Male,No,5.310273,16,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,NA,No,Yes,No,Mailed Check,5.506063,192.9155,860.1917,4,4,5,3,5,3,3,2
4764,4764,Z985297,f854f6d3-dc3d-4601-8f41-f4ddb8ec60dc,Neligh,NE,Antelope,68756,42.19066,-97.98002,1922,Urban,America/Chicago,Paediatric nurse,0,55,Bachelor's Degree,Student,37680.14,Never Married,Female,Yes,8.744737,14,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Mailed Check,10.89731,185.4099,NA,5,4,5,4,3,4,3,5
4765,4765,E260530,f9724956-447c-4c7e-99c9-3d066803a44b,Louann,AR,Ouachita,71751,33.40702,-92.76693,1186,Urban,America/Chicago,Sports development officer,0,80,Bachelor's Degree,Full Time,NA,Divorced,Male,No,12.98073,10,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Credit Card (automatic),3.770144,135.1892,382.4168,4,4,4,4,4,4,3,3
4766,4766,K38297,26d12384-af77-40e8-8d1d-492ee8649820,West Stockholm,NY,St. Lawrence,13696,44.69472,-74.88802,47,Suburban,America/New_York,Careers information officer,4,NA,Bachelor's Degree,Retired,61087.44,Married,Female,No,12.39868,9,1,1,NA,Two Year,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),9.312734,154.5033,1332.85,3,3,5,3,3,4,3,5
4767,4767,R889523,1479c0a0-110f-4bf4-905b-63875be1ec26,Oak Harbor,OH,Ottawa,43449,41.53624,-83.14349,8219,Suburban,America/New_York,Charity fundraiser,1,NA,Regular High School Diploma,Full Time,NA,Divorced,Prefer not to answer,Yes,11.62758,17,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,No,Mailed Check,4.370713,219.6438,895.5568,2,3,3,3,4,4,3,3
4768,4768,Z652933,d0fd7257-462d-4695-8e20-cde62dd2ec8e,Mount Hope,KS,Sedgwick,67108,37.81399,-97.68202,1601,Rural,America/Chicago,Risk manager,NA,68,"Some College, Less than 1 Year",Student,NA,Divorced,Male,Yes,12.37242,16,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,2.006646,252.7856,NA,2,2,2,4,4,3,2,3
4769,4769,Y40674,3c55a95f-5f5a-4d70-9429-e8cbb4faad31,East Hardwick,VT,Caledonia,5836,44.51521,-72.2663,1111,Suburban,America/New_York,Museum/gallery exhibitions officer,4,54,Associate's Degree,Unemployed,NA,Never Married,Female,Yes,14.5729,12,1,0,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,10.62816,189.0971,1847.226,5,3,4,5,3,4,4,4
